"text","book","chapter"
"keep a hold on the collar of an enormous black boarhound. ","Book 1: Philosopher's Stone","chap-8"
"There was only one room inside. Hams and pheasants were hanging from","Book 1: Philosopher's Stone","chap-8"
"the ceiling, a copper kettle was boiling on the open fire, and","Book 1: Philosopher's Stone","chap-8"
"in the corner stood a massive bed with a patchwork quilt over","Book 1: Philosopher's Stone","chap-8"
"it.  `Make yerselves at home,` said Hagrid, letting go of Fang,","Book 1: Philosopher's Stone","chap-8"
"who bounded straight at Ron and started licking his ears. Like Hagrid,","Book 1: Philosopher's Stone","chap-8"
"Fang was clearly not as fierce as he looked.  `This is","Book 1: Philosopher's Stone","chap-8"
"Ron,` Harry told Hagrid, who was pouring boiling water into a large","Book 1: Philosopher's Stone","chap-8"
"teapot and putting rock cakes onto a plate.  `Another Weasley, eh?`","Book 1: Philosopher's Stone","chap-8"
"said Hagrid, glancing at Ron's freckles. I spent half me life chasin'","Book 1: Philosopher's Stone","chap-8"
"yer twin brothers away from the forest.`  The rock cakes were","Book 1: Philosopher's Stone","chap-8"
"shapeless lumps with raisins that almost broke their teeth, but Harry and","Book 1: Philosopher's Stone","chap-8"
"Ron pretended to be enjoying them as they told Hagrid all about","Book 1: Philosopher's Stone","chap-8"
"their first -lessons. Fang rested his head on Harry's knee and drooled","Book 1: Philosopher's Stone","chap-8"
"all over his robes.  Harry and Ron were delighted to hear","Book 1: Philosopher's Stone","chap-8"
"Hagrid call Fitch `that old git.`  `An' as fer that cat,","Book 1: Philosopher's Stone","chap-8"
"Mrs. Norris, I'd like ter introduce her to Fang sometime. D'yeh know,","Book 1: Philosopher's Stone","chap-8"
"every time I go up ter the school, she follows me everywhere?","Book 1: Philosopher's Stone","chap-8"
"Can't get rid of her -- Fitch puts her up to it.`","Book 1: Philosopher's Stone","chap-8"
" Harry told Hagrid about Snape's lesson. Hagrid, like Ron, told Harry","Book 1: Philosopher's Stone","chap-8"
"not to worry about it, that Snape liked hardly any of the","Book 1: Philosopher's Stone","chap-8"
"students.  `But he seemed to really hate me.`  `Rubbish!` said","Book 1: Philosopher's Stone","chap-8"
"Hagrid. `Why should he?`  Yet Harry couldn't help thinking that Hagrid","Book 1: Philosopher's Stone","chap-8"
"didn't quite meet his eyes when he said that.  `How's yer","Book 1: Philosopher's Stone","chap-8"
"brother Charlie?` Hagrid asked Ron. `I liked him a lot -- great","Book 1: Philosopher's Stone","chap-8"
"with animals.`  Harry wondered if Hagrid had changed the subject on","Book 1: Philosopher's Stone","chap-8"
"purpose. While Ron told Hagrid all about Charlie's work with dragons, Harry","Book 1: Philosopher's Stone","chap-8"
"picked up a piece of paper that was lying on the table","Book 1: Philosopher's Stone","chap-8"
"under the tea cozy. It was a cutting from the Daily Prophet:","Book 1: Philosopher's Stone","chap-8"
" GRINGOTTS BREAK-IN LATEST  Investigations continue into the break-in at Gringotts","Book 1: Philosopher's Stone","chap-8"
"on 31 July, widely believed to be the work of Dark wizards","Book 1: Philosopher's Stone","chap-8"
"or witches unknown.  Gringotts goblins today insisted that nothing had been","Book 1: Philosopher's Stone","chap-8"
"taken. The vault that was searched had in fact been emptied the","Book 1: Philosopher's Stone","chap-8"
"same day.  `But we're not telling you what was in there,","Book 1: Philosopher's Stone","chap-8"
"so keep your noses out if you know what's good for you,`","Book 1: Philosopher's Stone","chap-8"
"said a Gringotts spokesgoblin this afternoon.  Harry remembered Ron telling him","Book 1: Philosopher's Stone","chap-8"
"on the train that someone had tried to rob Gringotts, but Ron","Book 1: Philosopher's Stone","chap-8"
"hadn't mentioned the date.  `Hagrid!` said Harry, `that Gringotts break-in happened","Book 1: Philosopher's Stone","chap-8"
"on my birthday! It might've been happening while we were there!` ","Book 1: Philosopher's Stone","chap-8"
"There was no doubt about it, Hagrid definitely didn't meet Harry's eyes","Book 1: Philosopher's Stone","chap-8"
"this time. He grunted and offered him another rock cake. Harry read","Book 1: Philosopher's Stone","chap-8"
"the story again. The vault that was searched had in fact been","Book 1: Philosopher's Stone","chap-8"
"emptied earlier that same day. Hagrid had emptied vault seven hundred and","Book 1: Philosopher's Stone","chap-8"
"thirteen, if you could call it emptying, taking out that grubby little","Book 1: Philosopher's Stone","chap-8"
"package. Had that been what the thieves were looking for?  As","Book 1: Philosopher's Stone","chap-8"
"Harry and Ron walked back to the castle for dinner, their pockets","Book 1: Philosopher's Stone","chap-8"
"weighed down with rock cakes they'd been too polite to refuse, Harry","Book 1: Philosopher's Stone","chap-8"
"thought that none of the lessons he'd had so far had given","Book 1: Philosopher's Stone","chap-8"
"him as much to think about as tea with Hagrid. Had Hagrid","Book 1: Philosopher's Stone","chap-8"
"collected that package just in time? Where was it now? And did","Book 1: Philosopher's Stone","chap-8"
"Hagrid know something about Snape that he didn't want to tell Harry?  ","Book 1: Philosopher's Stone","chap-8"
"THE MIDNIGHT DUEL  Harry had never believed he would meet a","Book 1: Philosopher's Stone","chap-9"
"boy he hated more than Dudley, but that was before he met","Book 1: Philosopher's Stone","chap-9"
"Draco Malfoy.   Still, first-year Gryffindors only had Potions with the","Book 1: Philosopher's Stone","chap-9"
"Slytherins, so they didn't have to put up with Malfoy much. Or","Book 1: Philosopher's Stone","chap-9"
"at least, they didn't until they spotted a notice pinned up in","Book 1: Philosopher's Stone","chap-9"
"the Gryffindor common room that made them all groan. Flying lessons would","Book 1: Philosopher's Stone","chap-9"
"be starting on Thursday -- and Gryffindor and Slytherin would be learning","Book 1: Philosopher's Stone","chap-9"
"together.  `Typical,` said Harry darkly. `Just what I always wanted. To","Book 1: Philosopher's Stone","chap-9"
"make a fool of myself on a broomstick in front of Malfoy.`","Book 1: Philosopher's Stone","chap-9"
" He had been looking forward to learning to fly more than","Book 1: Philosopher's Stone","chap-9"
"anything else.  `You don't know that you'll make a fool of","Book 1: Philosopher's Stone","chap-9"
"yourself,` said Ron reasonably. `Anyway, I know Malfoy's always going on about","Book 1: Philosopher's Stone","chap-9"
"how good he is at Quidditch, but I bet that's all talk.`","Book 1: Philosopher's Stone","chap-9"
" Malfay certainly did talk about flying a lot. He complained loudly","Book 1: Philosopher's Stone","chap-9"
"about first years never getting on the house Quidditch teams and told","Book 1: Philosopher's Stone","chap-9"
"long, boastful stories that always seemed to end with him narrowly escaping","Book 1: Philosopher's Stone","chap-9"
"Muggles in helicopters. He wasn't the only one, though: the way Seamus","Book 1: Philosopher's Stone","chap-9"
"Finnigan told it, he'd spent most of his childhood zooming around the","Book 1: Philosopher's Stone","chap-9"
"countryside on his broomstick. Even Ron would tell anyone who'd listen about","Book 1: Philosopher's Stone","chap-9"
"the time he'd almost hit a hang glider on Charlie's old broom.","Book 1: Philosopher's Stone","chap-9"
"Everyone from wizarding families talked about Quidditch constantly. Ron had already had","Book 1: Philosopher's Stone","chap-9"
"a big argument with Dean Thomas, who shared their dormitory, about soccer.","Book 1: Philosopher's Stone","chap-9"
"Ron couldn't see what was exciting about a game with only one","Book 1: Philosopher's Stone","chap-9"
"ball where no one was allowed to fly. Harry had caught Ron","Book 1: Philosopher's Stone","chap-9"
"prodding Dean's poster of West Ham soccer team, trying to make the","Book 1: Philosopher's Stone","chap-9"
"players move.  Neville had never been on a broomstick in his","Book 1: Philosopher's Stone","chap-9"
"life, because his grandmother had never let him near one. Privately, Harry","Book 1: Philosopher's Stone","chap-9"
"felt she'd had good reason, because Neville managed to have an extraordinary","Book 1: Philosopher's Stone","chap-9"
"number of accidents even with both feet on the ground.  Hermione","Book 1: Philosopher's Stone","chap-9"
"Granger was almost as nervous about flying as Neville was. This was","Book 1: Philosopher's Stone","chap-9"
"something you couldn't learn by heart out of a book -- not","Book 1: Philosopher's Stone","chap-9"
"that she hadn't tried. At breakfast on Thursday she bored them all","Book 1: Philosopher's Stone","chap-9"
"stupid with flying tips she'd gotten out of a library book called","Book 1: Philosopher's Stone","chap-9"
"Quidditch Through the Ages. Neville was hanging on to her every word,","Book 1: Philosopher's Stone","chap-9"
"desperate for anything that might help him hang on to his broomstick","Book 1: Philosopher's Stone","chap-9"
"later, but everybody else was very pleased when Hermione's lecture was interrupted","Book 1: Philosopher's Stone","chap-9"
"by the arrival of the mail.  Harry hadn't had a single","Book 1: Philosopher's Stone","chap-9"
"letter since Hagrid's note, something that Malfoy had been quick to notice,","Book 1: Philosopher's Stone","chap-9"
"of course. Malfoy's eagle owl was always bringing him packages of sweets","Book 1: Philosopher's Stone","chap-9"
"from home, which he opened gloatingly at the Slytherin table.  A","Book 1: Philosopher's Stone","chap-9"
"barn owl brought Neville a small package from his grandmother. He opened","Book 1: Philosopher's Stone","chap-9"
"it excitedly and showed them a glass ball the size of a","Book 1: Philosopher's Stone","chap-9"
"large marble, which seemed to be full of white smoke.  `It's","Book 1: Philosopher's Stone","chap-9"
"a Remembrall!` he explained. `Gran knows I forget things -- this tells","Book 1: Philosopher's Stone","chap-9"
"you if there's something you've forgotten to do. Look, you hold it","Book 1: Philosopher's Stone","chap-9"
"tight like this and if it turns red -- oh...` His face","Book 1: Philosopher's Stone","chap-9"
"fell, because the Remembrall had suddenly glowed scarlet,  `You've forgotten something...`","Book 1: Philosopher's Stone","chap-9"
" Neville was trying to remember what he'd forgotten when Draco Malfoy,","Book 1: Philosopher's Stone","chap-9"
"who was passing the Gryffindor table, snatched the Remembrall out of his","Book 1: Philosopher's Stone","chap-9"
"hand.  Harry and Ron jumped to their feet. They were half","Book 1: Philosopher's Stone","chap-9"
"hoping for a reason to fight Malfay, but Professor McGonagall, who could","Book 1: Philosopher's Stone","chap-9"
"spot trouble quicker than any teacher in the school, was there in","Book 1: Philosopher's Stone","chap-9"
"a flash.  `What's going on?`  `Malfoy's got my Remembrall, Professor.`","Book 1: Philosopher's Stone","chap-9"
" Scowling, Malfoy quickly dropped the Remembrall back on the table. ","Book 1: Philosopher's Stone","chap-9"
"`Just looking,` he said, and he sloped away with Crabbe and Goyle","Book 1: Philosopher's Stone","chap-9"
"behind him.  At three-thirty that afternoon, Harry, Ron, and the other","Book 1: Philosopher's Stone","chap-9"
"Gryffindors hurried down the front steps onto the grounds for their first","Book 1: Philosopher's Stone","chap-9"
"flying lesson. It was a clear, breezy day, and the grass rippled","Book 1: Philosopher's Stone","chap-9"
"under their feet as they marched down the sloping lawns toward a","Book 1: Philosopher's Stone","chap-9"
"smooth, flat lawn on the opposite side of the grounds to the","Book 1: Philosopher's Stone","chap-9"
"forbidden forest, whose trees were swaying darkly in the distance.  The","Book 1: Philosopher's Stone","chap-9"
"Slytherins were already there, and so were twenty broomsticks lying in neat","Book 1: Philosopher's Stone","chap-9"
"lines on the ground. Harry had heard Fred and George Weasley complain","Book 1: Philosopher's Stone","chap-9"
"about the school brooms, saying that some of them started to vibrate","Book 1: Philosopher's Stone","chap-9"
"if you flew too high, or always flew slightly to the left.","Book 1: Philosopher's Stone","chap-9"
